Phytochemical,PlantName,PubMed Id
1-methoxy-4-(2-Propenyl)-benzene,Artemisia dracunculus,16011283
1R-alpha-pinene,Artemisia dracunculus,16011283
1S-alpha-pinene,Artemisia dracunculus,16011283
"3,7-dimethyl-1,3,7-octatriene",Artemisia dracunculus,16011283
limonene,Artemisia dracunculus,16011283
eucalyptol,Artemisia eriopoda,22474977
germacrene D,Artemisia eriopoda,22474977
(Z)-?-ocimene,Artemisia giraldii,22695231
4-terpineol,Artemisia giraldii,22695231
germacrene D,Artemisia giraldii,22695231
iso-elemicin,Artemisia giraldii,22695231
?-pinene,Artemisia giraldii,22695231
beta-farnesene,Artemisia lavandulaefolia,20730967
beta-thujone,Artemisia lavandulaefolia,20730967
caryophyllene,Artemisia lavandulaefolia,20730967
eucalyptol,Artemisia lavandulaefolia,20730967
alpha-pinene,Artemisia mongolica,20428067
gamma-terpinene,Artemisia mongolica,20428067
germacrene D,Artemisia mongolica,20428067
borneol,Artemisia sieversiana,20730967
camphor,Artemisia sieversiana,20730967
eucalyptol,Artemisia sieversiana,20730967
geranyl butyrate,Artemisia sieversiana,20730967
"1,8-Cineole",Artemisia subdigitata,22695231
?-curcumene,Artemisia subdigitata,22695231
dihydroartoindonesianin C,Artocarpus obtusus,20390751
pyranocycloartobiloxanthone A,Artocarpus obtusus,20390751
gramniphenols C,Arundina gramnifolia,23368966
gramniphenols D,Arundina gramnifolia,23368966
gramniphenols E,Arundina gramnifolia,23368966
gramniphenols F,Arundina gramnifolia,23368966
gramniphenols G,Arundina gramnifolia,23368966
alkaloids,Asclepias curassavica,22536985
betulinic acid,Bacopa monnieri,15022161
oroxindin,Bacopa monnieri,15022161
wogonin,Bacopa monnieri,15022161
Alkaloid,Bauhinia purpurea,21306653
beta-tocopherol,Bauhinia purpurea,23997325
ergosterol,Bauhinia purpurea,23997325
hexadeconic acids,Bauhinia purpurea,23997325
hexadeconic acids methyl esters,Bauhinia purpurea,23997325
lanosterol,Bauhinia purpurea,23997325
lupeol,Bauhinia purpurea,23997325
octadecadienoic acids,Bauhinia purpurea,23997325
octadecatrienoic acid,Bauhinia purpurea,23997325
phytol,Bauhinia purpurea,23997325
stigmasterol,Bauhinia purpurea,23997325
tubeimoside I,Bolbostemma paniculatum,15124093
tubeimoside II,Bolbostemma paniculatum,15124093
tubeimoside III,Bolbostemma paniculatum,15124093
tubeimoside IV,Bolbostemma paniculatum,15124093
(+/-)-lyoniresinol 2a-O-beta-D-glucopyranoside,Bombax ceiba,22312733
lupenone,Bombax ceiba,22312733
opuntiol,Bombax ceiba,22312733
shamiminol,Bombax ceiba,22312733
"stigmasta-3,5-diene",Bombax ceiba,22312733
flavonoids,Boswellia dioscorides,19320966
angustifonine A,Bousigonia angustifolia,24417634
angustifonine B,Bousigonia angustifolia,24417634
bridelionoside A,Bridelia glauca f. balansae,17049570
bridelionoside B,Bridelia glauca f. balansae,17049570
bridelionoside C,Bridelia glauca f. balansae,17049570
bridelionoside D,Bridelia glauca f. balansae,17049570
bridelionoside E,Bridelia glauca f. balansae,17049570
bridelionoside F,Bridelia glauca f. balansae,17049570
brucein D,Brucea amarissima,15541747
brucein E,Brucea amarissima,15541747
bruceoside B,Brucea amarissima,15541747
javanicoside I,Brucea amarissima,15541747
javanicoside J,Brucea amarissima,15541747
javanicoside K,Brucea amarissima,15541747
javanicoside K,Brucea amarissima,15541747
yadanzigan,Brucea amarissima,15541747
yadanzioside B,Brucea amarissima,15541747
yadanzioside C,Brucea amarissima,15541747
yadanzioside E,Brucea amarissima,15541747
yadanzioside I,Brucea amarissima,15541747
yadanzioside K,Brucea amarissima,15541747
bruceantinoside A,Brucea javanica,15165151
brucein D,Brucea javanica,15165151
brucein E,Brucea javanica,15165151
bruceoside A,Brucea javanica,15165151
bruceoside B,Brucea javanica,15165151
bruceoside C,Brucea javanica,15165151
bruceoside E,Brucea javanica,15165151
brusatol,Brucea javanica,15165151
javanicolide C,Brucea javanica,15165151
javanicolide D,Brucea javanica,15165151
javanicolide E,Brucea javanica,20050684
javanicolide F,Brucea javanica,20050684
javanicoside B,Brucea javanica,15165151
javanicoside C,Brucea javanica,15165151
javanicoside D,Brucea javanica,15165151
javanicoside E,Brucea javanica,15165151
javanicoside F,Brucea javanica,15165151
yadanziolide A,Brucea javanica,15165151
yadanziolide C,Brucea javanica,15165151
yadanziolide D,Brucea javanica,15165151
yadanziolide S,Brucea javanica,15165151
yadanzioside A,Brucea javanica,15165151
yadanzioside B,Brucea javanica,15165151
yadanzioside C,Brucea javanica,15165151
yadanzioside D,Brucea javanica,15165151
yadanzioside E,Brucea javanica,15165151
yadanzioside F,Brucea javanica,15165151
yadanzioside G,Brucea javanica,15165151
yadanzioside I,Brucea javanica,15165151
yadanzioside K,Brucea javanica,15165151
yadanzioside L,Brucea javanica,15165151
yadanzioside M,Brucea javanica,15165151
yadanzioside N,Brucea javanica,15165151
yadanzioside O,Brucea javanica,15165151
yadanzioside P,Brucea javanica,15165151
(+)-epipinoresinol,Brucea mollis,24199564
(+)-lyoniresinol,Brucea mollis,24199564
(+)-pinoresinol,Brucea mollis,24199564
(+)-syringaresinol,Brucea mollis,24199564
"4,5-dihydroblumenol A",Brucea mollis,24199564
bruceine D,Brucea mollis,22070654
bruceolline E,Brucea mollis,22070654
bruceolline F,Brucea mollis,22070654
bruceolline H,Brucea mollis,22070654
bruceolline I,Brucea mollis,22070654
bruceolline J,Brucea mollis,22070654
bruceolline K,Brucea mollis,22070654
bruceolline L,Brucea mollis,22070654
bruceolline M,Brucea mollis,22070654
bruceolline N,Brucea mollis,22070654
cleomiscosin A,Brucea mollis,24199564
cleomiscosin B,Brucea mollis,24199564
indaquassin X,Brucea mollis,24199564
isobrucein B,Brucea mollis,24199564
yadanziolide B,Brucea mollis,22070654
yadanziolide T,Brucea mollis,22070654
yadanziolide U,Brucea mollis,22070654
yadanziolide V,Brucea mollis,22070654
acteoside,Buddleja purdomii,15376387
acteoside isomer,Buddleja purdomii,15376387
aucubin,Buddleja purdomii,16514886
beta-stiosterol,Buddleja purdomii,17918436
cis-caffeic acid,Buddleja purdomii,17918436
cryptomeridiol,Buddleja purdomii,16514886
daucosterol,Buddleja purdomii,16514886
galactilol,Buddleja purdomii,16514886
luteolin,Buddleja purdomii,17918436
luteolin-7-O-beta-D-glucoside,Buddleja purdomii,17918436
nonacosane,Buddleja purdomii,17918436
stigmasterol,Buddleja purdomii,17918436
trans-caffeic acid,Buddleja purdomii,17918436
vanillic acid,Buddleja purdomii,15376387
vanillin,Buddleja purdomii,15376387
"(2E,9Z)-18-hydroxy-octadeca-2,9-diene-4,6-diyn-1-yl acetate",bupleurum acutifolium,10425113
"(2E,9Z)-1-hydroxy-octadeca-2,9-diene-4,6-diyn-18-yl acetate",bupleurum acutifolium,10425113
"(2E,9Z)-octadeca-2,9-diene-4,6-diyne-1,18-diol",bupleurum acutifolium,10425113
"(2R, 3S)-2-acetoxy-2,3-bis(3,4-dimethoxybenzyl)-gamma-butyrolactone",bupleurum acutifolium,10425113
"(2Z,8E,10E)-heptadeca-2,8,10-triene-4, 6-diyn-1-ol",bupleurum acutifolium,10425113
"(R,Z)-3-(3,4-dimethoxybenzyl)-2-(3, 4-dimethoxybenzylidene)-gamma-butyrolactone",bupleurum acutifolium,10425113
"1,10-di-epi-cubenol",Calamintha nepeta,23472480
allo-aromadendrene epoxide,Calamintha nepeta,23472480
cadalene,Calamintha nepeta,23472480
oleanolic acid glycoside 1,Calendula arvensis,1654576
oleanolic acid glycoside 2,Calendula arvensis,1654576
oleanolic acid glycoside 3,Calendula arvensis,1654576
oleanolic acid glycoside 4,Calendula arvensis,1654576
oleanolic acid glycoside 5,Calendula arvensis,1654576
Sesquiterpene glycoside,Calendula arvensis,8277320
(5'Z)-gamma-carotene,Calendula officinalis,12406606
"(5Z,9Z)-lycopene",Calendula officinalis,12406606
"(5'Z,9'Z)-rubixanthin",Calendula officinalis,12406606
"(5Z,9Z,5'Z,9'Z)-lycopene",Calendula officinalis,12406606
(G)-rhamnosylrutinoside,Calendula officinalis,17262260
3-glucoside of isorhamnetin,Calendula officinalis,15925220
auroxanthin,Calendula officinalis,12406606
beta-amyrin,Calendula officinalis,15925220
beta-amyrin acetate,Calendula officinalis,15925220
beta-carotene,Calendula officinalis,12406606
caffeic acid,Calendula officinalis,15925220
chlorogenic acid,Calendula officinalis,15925220
faradiol laurate,Calendula officinalis,11705026
faradiol myristate,Calendula officinalis,11705026
faradiol palmitate,Calendula officinalis,11705026
flavoxanthin,Calendula officinalis,12406606
isoquercitrin,Calendula officinalis,15925220
isorhamnetin 3- O-glucoside,Calendula officinalis,17262260
lutein,Calendula officinalis,12406606
narcissin,Calendula officinalis,15925220
neohesperidoside,Calendula officinalis,17262260
Oleanolic acid,Calendula officinalis,15925220
p-coumaric acid,Calendula officinalis,15925220
protokatechuic acid,Calendula officinalis,15925220
quercetin,Calendula officinalis,15925220
quercetin glucoside,Calendula officinalis,17262260
rutin,Calendula officinalis,15925220
rutinoside,Calendula officinalis,17262260
sesquiterpene oligoglycoside,Calendula officinalis,11515588
syringic acid,Calendula officinalis,15925220
vanillic acid,Calendula officinalis,15925220
"5-hydroxy-4',3,6,7-tetramethoxy flavone",Callicarpa bodinieri,12776333
beta-sitosterol,Callicarpa bodinieri,12776333
betulinic acid,Callicarpa bodinieri,12776333
chrysoeriol-4'-O-glucoside,Callicarpa bodinieri,12776333
luteolin-4'-O-glucoside,Callicarpa bodinieri,12776333
luteolin-7-O-glucoside,Callicarpa bodinieri,12776333
ursolic acid,Callicarpa bodinieri,12776333
"2alpha, 19alpha-dihydroxy-ursolic acid",Callicarpa integerrima,22493809
"2alpha, 3beta, 19alpha, 23-tetrahydroxy-olean-12-en-28-oic acid-28-O-beta-D-glucopyranosyl-(1 --> 4)-beta-D-glucopyranoside",Callicarpa integerrima,22493809
"2alpha, 3beta, 19alpha, 23-tetrahydroxy-urs-12-en-28-oic acid",Callicarpa integerrima,22493809
2alpha-hydroxy-oleanolic acid,Callicarpa integerrima,22493809
2alpha-hydroxy-ursolic acid,Callicarpa integerrima,22493809
3-acetyl oleanolic acid,Callicarpa integerrima,22493809
3beta-O-acetyl ursolic acid,Callicarpa integerrima,22493809
alpha-amyrin-3-O-beta-D-glucopyranoside,Callicarpa integerrima,22493809
arjungenin,Callicarpa integerrima,22493809
betulinic acid,Callicarpa integerrima,22493809
hederagenin,Callicarpa integerrima,22493809
oleanolic acid,Callicarpa integerrima,22493809
pomolic acid,Callicarpa integerrima,22493809
pruvuloside A,Callicarpa integerrima,22493809
ursolic acid,Callicarpa integerrima,22493809
6-deoxy-gamma-mangostin,Calophyllum caledonicum,15474559
allanxanthone,Calophyllum caledonicum,14750030
apetalic acid,Calophyllum caledonicum,14750030
caledonic acid,Calophyllum caledonicum,14750030
caledonixanthone E,Calophyllum caledonicum,15229808
caledonixanthone M,Calophyllum caledonicum,14750030
caledonixanthones A,Calophyllum caledonicum,11087585
caledonixanthones B,Calophyllum caledonicum,11087585
caledonixanthones C,Calophyllum caledonicum,11087585
caledonixanthones D,Calophyllum caledonicum,11087585
caledonixanthones E,Calophyllum caledonicum,11842325
caledonixanthones F,Calophyllum caledonicum,11842325
calolongic acid,Calophyllum caledonicum,14750030
calothwaitesixanthone,Calophyllum caledonicum,14750030
calothwaitesixanthone,Calophyllum caledonicum,15474559
caloxanthone C,Calophyllum caledonicum,15474559
caloxanthone L,Calophyllum caledonicum,14750030
calozeyloxanthone,Calophyllum caledonicum,15474559
calozeyloxanthone,Calophyllum caledonicum,14750030
demethylcalabaxanthone,Calophyllum caledonicum,15474559
dombakinaxanthone,Calophyllum caledonicum,15474559
isoapetalic acid,Calophyllum caledonicum,14750030
isocalolongic acid,Calophyllum caledonicum,14750030
macluraxanthone,Calophyllum caledonicum,15474559
"1, 3, 5-trihydroxy-2-methoxyxanthone",Calophyllum inophyllum,17608221
"1, 5-dihydroxyxanthone",Calophyllum inophyllum,17608221
"1, 7-dihydroxyxanthone",Calophyllum inophyllum,17608221
2-deprenylrheediaxanthone B,Calophyllum inophyllum,21409690
2-hydroxyxanthone,Calophyllum inophyllum,17608221
4-hydroxyxanthone,Calophyllum inophyllum,21972812
4-hydroxyxanthone,Calophyllum inophyllum,17608221
6-deoxyjacareubin,Calophyllum inophyllum,21409690
6-deoxyjacareubin,Calophyllum inophyllum,17608221
amentoflavone,Calophyllum inophyllum,17608221
betulinic acid,Calophyllum inophyllum,21972812
caloxanthone O,Calophyllum inophyllum,20335930
caloxanthone P,Calophyllum inophyllum,20335930
caloxanthone Q,Calophyllum inophyllum,21409690
friedelin,Calophyllum inophyllum,21972812
gerontoxanthone B,Calophyllum inophyllum,19408685
inophinnin,Calophyllum inophyllum,21972812
inophyllin A,Calophyllum inophyllum,21972812
inophyxanthone A,Calophyllum inophyllum,19408685
jacareubin,Calophyllum inophyllum,19408685
jacareubin,Calophyllum inophyllum,21409690
kaempferol-3-O-alpha-L-rhamnoside,Calophyllum inophyllum,17608221
macluraxanthone,Calophyllum inophyllum,21972812
pancixanthone A,Calophyllum inophyllum,19408685
pyranojacareubin,Calophyllum inophyllum,21972812
pyranojacareubin,Calophyllum inophyllum,19408685
quercetin-3-O-alpha-L-rhamnoside,Calophyllum inophyllum,17608221
stigmasterol,Calophyllum inophyllum,21972812
amentoflavone,Calophyllum pinetorum,18553925
apetalic acid,Calophyllum pinetorum,18553925
apigenin,Calophyllum pinetorum,18553925
calolongic acid,Calophyllum pinetorum,18553925
calophyllic acid,Calophyllum pinetorum,18553925
canophyllol,Calophyllum pinetorum,18553925
friedelin,Calophyllum pinetorum,18553925
isoapetalic acid,Calophyllum pinetorum,18553925
isocalophyllic acid,Calophyllum pinetorum,18553925
macluraxanthone,Calophyllum pinetorum,18553925
pinetoric acid I,Calophyllum pinetorum,18553925
pinetoric acid II,Calophyllum pinetorum,18553925
pinetoxanthone,Calophyllum pinetorum,18553925
brasixanthone B,Calophyllum soulattri,22113580
brasixanthone B,Calophyllum soulattri,22781442
caloxanthone B,Calophyllum soulattri,22113580
caloxanthone C,Calophyllum soulattri,22781442
caloxanthone C,Calophyllum soulattri,22113580
friedelin,Calophyllum soulattri,22113580
macluraxanthone,Calophyllum soulattri,22781442
macluraxanthone,Calophyllum soulattri,22113580
phylattrin,Calophyllum soulattri,22781442
soulamarin,Calophyllum soulattri,22113580
soulattrin,Calophyllum soulattri,22781442
stigmasterol,Calophyllum soulattri,22781442
stigmasterol,Calophyllum soulattri,22428244
trapezifolixanthone,Calophyllum soulattri,22113580
trapezifolixanthone,Calophyllum soulattri,22781442
?-sitosterol,Calophyllum soulattri,22781442
"1,4,8-trihydroxyxanthone",Calophyllum thorelii,22548320
"1,7-dihydroxyxanthone",Calophyllum thorelii,22548320
calothorexanthone,Calophyllum thorelii,22548320
garbogiol,Calophyllum thorelii,22548320
globuxanthone,Calophyllum thorelii,22548320
?-tocotrienol,Calophyllum thorelii,22548320
isorhamnetin-3-O-glucopyranoside,Calotropis gigantea,1368420
isorhamnetin-3-O-rutinoside,Calotropis gigantea,1368420
